Dialogue_ID	Utterance_ID	Utterance	label
52	0	i know.	ag
514	7	well, here's your phone doctor.	s
245	8	oh, i haven't had that feeling since i first started going out with chandler.	s
610	1	oh, i can't tell you how great it was to look at the crowd and see your face!	s
576	3	you got a better idea?	q
159	4	did he tell you?	q
93	7	what?! what?!! what is it?!	q
1032	4	devane, kelly, and i run into goldie from time to time.	s
55	7	like it would help.	s
418	17	yes.	ans
913	14	uh yeah, right here.	ans
909	8	yeah.	ag
677	0	these little women. wow!	s
604	10	listen, can you promise me that you won't tell her though?	q
934	2	i'm calling for monica geller.	s
508	7	well this is noodle soup and uh, i've been working with tomato.	ans
532	14	great novels?	q
990	0	hey, kicky. what're you doing?	q
507	3	no, cause i made lasagne.	ans
1000	3	check this out. can i have this?	q
557	4	oh uh…i actually came here to ask you out.	b
722	1	much	dag
621	3	they're having their baby!	ans
808	1	now monica, i know you're upset, but don't forget.	s
740	13	we'll-we'll take stuff from mine and whatever we can pass off as hers we'll-we'll put 'em in there.	s
1028	3	oh well.	oth
954	0	hmmm, soup!	oth
185	7	i can't believe he remembered!	s
615	17	oh, now, don't listen to him, pheebs, i think it's endearing.	ans
89	4	yeah, rach, i think you're handling that really well.	o
384	3	we have. maybe we'll be seeing each other at dinner tomorrow night, say around 8 o'clock?	q
965	3	i'm great! i'm great. i've got a great job at	ans
415	1	i don't know.	ans
651	2	he didn't get the goggles!	s
720	2	ahhh..	oth
596	7	all right, that's it, we're going to the emergency room.	s
207	4	um, could you please tell sergei that um, i was fascinated by what boutros boutros gali said in the new york times.	s
120	12	correct. rachel claims	q
517	1	oh god!	oth
907	9	save it red! unless you wanna spend the night in the slammer, you apologize to the tree.	ans
907	10	i am	dag
476	0	sorry i ah, i scared you in there.	ap
941	12	mine?  right here?	q
80	1	i don't know, but one of the extras sure did!  hey, listen    rach. thanks again for coming down to watch my scenes!	ans
646	9	hypothetically!	oth
737	2	i know, just quick-quick question, quick question. which one was	q
476	1	oh, that's okay. by the way, i was just checking the shower massager.	s
747	7	really?	q
230	0	we're beginning to see a lot of layering of sheer fabrics and colours. for instance a sheer navy blouse over a pink....	s
720	0	joey, please!	s
1035	2	i can't believe you're not picking me.	s
950	8	see? ben doesn't think you're a loser, he thinks you're a cowboy! now that's something.	s
664	4	hey, this isn't like swimming after you eat, pick up the phone!!	s
159	0	chandler is fantastic!!	o
679	0	okay, chandler!	ag
889	4	ed begley jr. is not gay.	o
603	1	eight whole days.	s
540	5	i know, but, i made a huge mistake. i never should have broken up with her. will you help me? please?	q
62	5	yeah!	b
132	0	no! sorry, i just thought you were somebody else. hi!	ans
953	3	setting rattraps	ans
464	7	okay.	ag
722	9	thanks.	a
844	9	i'm divorced, and i have a kid!	s
1016	18	so you can either sulk here for a half hour and then go pick them up, or save us both time and sulk in the car.	s
476	7	all right. did everyone get out okay?	q
965	2	hey, rach! how ya doin'?	q
698	5	noo! maybe! i, i don't know.	ans
820	5	well no, not yet. but the audition went really good.	ans
207	5	you didn't say boutros boutros gali.	s
16	1	oh yeah, now everybody wants to be under this hat!	o
514	5	no, gary collins is the host. you'll be answering the phones.	dag
354	9	stop with the broom, we're not making noise.	c
826	1	there's our star!	s
983	3	i know! i'm sorry! the guy's drunk, they won't let me go until we get this.	ap
717	9	that is a, that is a second date, that's what that is!	s
255	15	who?	q
938	5	okay, bye.	g
654	0	i am so, so, so, so sorry!	ap
541	12	for fun?	q
55	8	you are so bad!	s
120	13	dangerous liaisons	ans
755	6	i don't have too. i can just look at you.	ans
953	12	robert!	oth
94	9	i'll make you an assistant buyer in this department.	ans
649	21	oh yeah, it must be tough to keep your hands of him, huh?	q
576	10	what kind of scary-ass clowns came to your birthday?	q
135	7	oh, and there was a baby in it.	s
562	11	wait!  okay!	oth
349	2	hi!	g
307	0	and why do you care so much?	q
772	4	oh! thank god!	s
1016	0	....right?	oth
357	1	why? do you think he's still mad at us?	q
365	11	what?	q
813	10	hello, mrs. chatracus.	g
336	9	you gotta help me out with a couple more boxes!	s
836	4	hey, what time is it?	q
82	1	oh! right. umm, maybe that's because i didn't send him an invitation.	o
787	4	is there something wrong?	q
319	7	wow.	b
468	2	what? he's gonna be dressed as a baby!  oh hi mrs. green!	g
354	11	mr. heckles.	oth
302	6	hey.	g
24	6	i mean for, for all you know i could be a fashion..... monger.	s
803	0	you're a mean old woman.	o
725	6	the silk? feels really good!	o
58	4	umm, excuse me, we switched apartments. you can't eat are food anymore, that-that gravy train had ended.	s
848	2	rach, i got a message from you.	s
861	12	the fuzzy little mints at the bottom of her purse.	s
81	1	about what?	q
507	16	yeah.	ans
278	7	tequila!!	oth
346	5	wh?! what about my allergies?!	q
996	11	this is our wedding i'm talking about.	s
695	4	damn it!	oth
296	15	barry?	g
913	13	do you even remember which part of the wall is not spackle?	q
247	1	joey! those are my maternity pants!	s
13	0	i love your place! where is this guy from?	q
259	1	you-you-you-you  threw my sandwich away!	q
658	20	yeah, well, does he look upset? does he look like he was just told to shove anything?	q
241	4	so now i have to go so he'll think that i'm totally ok with seeing him!	s
921	7	it's-it's like i was saying to ursula when i was making love to her and i thought she was you—yeah it is too weird.	s
421	1	okay, i can do this.	o
260	11	well, are any of those people here?!	q
151	7	okay, look, how is this gonna affect you?	q
583	5	this bench, it's hollow! i can't believe i never knew that!  oh, the presents!!!	ans
78	4	danger	oth
202	5	oh my god.	oth
379	6	ahh!	oth
537	2	uh, look buddy, i came with that girl, and i had this plan to kiss her at the new years countdown – i'm trying to win her over, so i was wondering if..	s
774	4	hi.	g
36	3	i gotta go check something over here.	s
937	1	i got here a little early myself.	s
332	10	yeah.	ans
278	4	all right, okay, well, apparently not!	s
774	6	yeah, i'm looking for phoebe, does she still live here?	q
455	16	bye.	g
625	9	that sounds fair.	s
296	6	dr. oberman.	ans
285	9	dear lord.	oth
869	8	i don't know you guys.	s
21	0	how does she do that?	q
344	4	whoa, maybe i was!	o
367	5	uh,  wow, 700.	ans
761	1	ok, well, you wouldn't let me finish and i was jus [monica flicks her back] ow. that hurt [flicks monica]	ans
634	5	look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!	s
886	6	because then we would be the guys who turned off free porn.	ans
404	7	look, forget about it, okay?	oth
840	13	which proves that i never lie.	o
448	6	i'm monica, i don't get phone messages from interesting people. ever!	s
220	3	i-i wanted to apologise if i—y'know seemed a tad edgy yesterday at my shower. y'know it's just the hormones, y'know.	ap
56	0	oh my god, it's that victoria's secret model. something... something goodacre.	s
414	6	yeah, i think that's wrong, but there's a connect the dots in here for you later.  hey, how about maroon?	q
264	6	i can't figure out what to make monica.	s
1015	4	sure.	ag
383	10	here we go.	s
841	5	i mean, what's the harm in that?	q
273	0	pheebs, can you help me pick out an engagement ring for monica?	q
117	2	no, i just i think that it's too soon.	dag
561	15	i'm outta here.	s
278	6	hey-hey, pheebs, check it out, we already learned a song.  ready? one, two, three, four...	c
677	2	oh yeah! amy just burned jo's manuscript. i don't see how he could ever forgive her.	ans
655	12	stop it!	c
835	3	no, i let him win—ross!	ans
991	10	i had to ask someone what it's called when the, when the water makes those little bubbles.	s
584	7	this is your grandmother's engagement ring, i want you to give it to rachel.	ans
259	2	my sandwich?!!!	q
337	10	oh-oh yeah, you-you came up to me and asked if i could do you a favor, and my uncle murray came up to you and handed you a check.	ag
739	10	we could have our own show!	o
996	0	she said what?	q
904	7	see? i'm doing it. i am totally doing it.  i lost it.	s
239	5	yeah, i gotta go.	s
367	1	well, what did you have?	q
302	9	what?	q
990	14	now that wasn't easy, but you did it!	a
907	12	i-i'm sorry! sorry.	ap
501	9	that's great! wow man, so joey must've really taught you some stuff huh?	q
967	5	mia hamm?	ans
796	12	tulsa is italy—please don't make me go  there!	s
1008	0	what do we got there?	q
875	7	our last ocean view room was unacceptable to you.	s
647	0	if you wanna give joey a christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?	s
1000	0	would you look at this dump? he hated us. this is his final revenge!	o
342	1	the fear of	oth
858	0	hey, mel gibson and clint eastwood.	g
472	2	no ross! ross! ross! my child has no father!	s
557	7	horny bitch.  no! you're a horny bitch! noooo! you're the horny bitch! no! you're a horny bitch!	s
101	0	first of all, it's on your ass.	s
393	1	you'll see.	s
825	2	so uh, how you doin'?	q
235	6	i can do it, okay? come on, let's go.	s
288	5	you are no longer authorized to distribute birthday muffins.	s
365	0	hi.	g
349	1	hey!	g
336	20	well hey, who did these resumes for ya?	q
522	6	please, don't play the music. just uh one more.	c
338	11	well, we were going to do that after—i mean umm, next.	ans
727	1	i don't know, but donald trump wants his blue blazer black.	ans
328	5	you take care jill.	s
386	0	huh?	b
938	3	great.	ag
782	6	i've kinda of had this ah, this crush on you.	s
1024	10	fight.	ans
387	4	ross, joey. joey, ross.	s
673	9	oh, that's better then.	o
869	6	well, why don't you send her a musical bug, op, no you already did that.	ans
236	12	oh yeah?  if you're gonna make me choose between you and the hat? i choose the hat.	o
910	3	fantastic! i have one question: how is that possible?	q
787	2	sure, listen i was gonna order some pizza, you wanna share one?	q
319	20	i want you close enough to smell the blood.	s
223	9	yeah, so?	q
869	4	now he's gonna be the guy she goes too to complain about you.	o
932	10	i could, i could but i don't want to! i want to kiss joey!	ans
903	0	well you have to because maybe it's stupid.	c
354	5	we'll give you janice.	ag
741	4	what?! what?! he was trying to cheer me up! my pony was sick.	s
337	6	what disposable cameras?	q
456	10	maybe it was the guy.	oth
640	13	yes, i realize that	ag
946	3	oh my god.	ap
459	1	all right, i'm outta here!	s
792	5	ow, i'm just going over the script now! you wanna read lines with    me?	q
671	7	yeah, yeah that means... you know? we just... we don't have time    for this.	ans
81	10	hey, don't look at me. this is ross's thing.	s
956	5	do-do you, do you have brothers?	q
54	20	and by you.	oth
366	16	it's like a gift.	ans
366	18	oh, i'd like that.	ag
1005	8	that—this milk is mine.	s
184	0	hi joey it's jane rogers, can't wait    for your party tonight.	o
258	2	oh, is this about you-you dating the nurse?	q
438	12	so um, who was she?	q
757	0	so, are you really gonna go out with that nurse man?	q
944	0	would she?	q
187	6	oh yeah, well i just started wearing bras again.	s
55	10	you are!	oth
366	3	you're like the boom, boom, ... boom.	oth
183	7	thanks.	g
327	4	oh, come on!	oth
590	16	well okay but i have two tickets to the ballroom dance finals.	ans
967	3	she is kicking so much!	s
206	5	i got it.	s
420	2	oh, yay!	oth
456	5	they put you in jail?	q
895	5	well why don't you use your key?	q
642	0	chandler, listen to me sweetie, i know you can do this. okay? you have a beautiful smile.	c
64	2	yeah!	ag
527	2	ohh! you made up!	oth
860	4	so, why don't we just start over okay?	o
477	15	nine times!	ans
596	11	he's got something plastic lodged in his throat, we've got to go to the hospital.	s
687	4	wait!	c
662	3	oh, actually i sorta have plans.	s
320	1	yeah, come on, eat, whatever you want. dr. roger got beeped again.	ans
89	10	what?	dag
632	16	honey, the question is…do you really want to marry joey?	q
200	5	can i tell you something? me too.	ag
673	13	there are a couple of forms to fill out.	s
1007	0	tell us what happened, brown bird ross.	q
505	4	umm, would you please excuse me for a moment?	q
918	12	i know you really wanted me to name the baby joey, but eh, so, i'm-i'm, i'm gonna, i'm gonna name the baby chandler.	o
832	8	no, answer his.	s
288	8	hi!	g
544	1	they're not true?	q
813	1	oh my god! look at this!	s
73	2	here a chick, there a chick, everywhere a chick-chick--chickeeeen.	oth
191	5	she's sleeping.	s
271	6	huh.	b
387	2	my wife's a lesbian.	ans
74	5	jason is not a sissy!	dag
652	14	you could do that!	o
886	4	we spent the last two hours watching in & out & in, again.	s
111	7	don't worry about that man, that happens.	o
32	0	ooooohh!	oth
109	20	ohhh!!	b
448	1	you know what else i'm not gonna miss?	q
23	6	dark, big hair, with the airplane earrings.	ans
1022	17	you got porn!	s
188	0	i believe it.	s
839	0	no i'm not.	dag
438	0	ow!	oth
597	6	oh that's so sweet! look chandler i don't care if you can't cry, i love you.	s
1005	21	now, if after dinner you still really need to bust someone, i know a hot dog vendor who picks his nose.	s
547	2	ooh, and it's so nice having this little sink here...	s
978	9	um,  barry.	ans
861	16	her sweet 'n' los.	ans
593	0	hey, don't we have to...	s
830	1	hey!	g
100	7	no?	b
208	14	yeah, wow, sorry rach.	ap
936	20	y'know what? no. it's not over until someone says,  i do.	s
733	3	ross, thank you. hey, do you guys wanna go see a movie?	q
72	5	are you travelling with a child?	q
234	6	stop making candy!	c
395	2	okay! when?!	q
1008	8	really?	q
693	2	i've been a nice guy up until now, but uh, i don't need this grief.	s
384	1	oh, it's you. i see you everywhere. i'm jim, jim nelson.	s
632	7	it's wrong.	ag
767	2	you know, it's like the first time i had to make dinner for myself, after carol left me?	s
572	12	see? see? it was because you were looking fat pervert!	o
907	0	oh. oh! ma'am? excuse me, ma'am?	q
147	9	no.	ans
368	0	i'm, i'm sorry you didn't get to go to spacecamp, and i'm hoping that maybe somehow, this may make up for it.	ap
841	17	hey, did she buy it?	q
646	14	yeah, i'll do that. so who gets to be yours?	q
780	4	you wouldn't return my calls, you sent back my letters....	ans
314	10	yeah me too.	ag
109	0	okay, i've got some ones, you wanna put them in her panties?	q
901	0	hey! hold on a minute, hold on a second. do you think these pearls are nice?	q
126	11	see, this is a	oth
976	5	i've decided to pay a professional musician to play in here on sunday afternoons.	s
679	14	and-and that's only 'cause it's right there when you turn it on!	a
30	4	so ross, what your problem?	q
12	4	what's wrong with you?	q
428	7	what do you want from me, i've never met the guy.	q
917	3	no?	oth
293	0	apparently, there's like a million guys out there that can play mac, and there's only this one robot and this one guy who controls it!	o
87	1	yeah.	ans
414	4	oh, we wanted to finish the crossword before we went to bed. hey, do you know a six-letter word for red?	ans
532	7	now you're telling me i can't see her??	q
54	10	i mean, you're my favorite guy in the whole world.	o
730	11	whoa, whoa, whoa! slow down, you go	o
747	6	i do-i do	ag
585	11	what?	q
483	8	hey, so listen, i went across the street and talked to the doorman i got the peeper's name! can i use the phone?	q
464	0	this one's from me.	s
1003	2	this place is really my grandmother's.	s
212	8	but hey, y'know if you don't believe me, please, by my guest.	o
863	2	like, chasing their tail,  or, uh, jumping to catch a frisbee.	s
949	2	hey, it hasn't come to that yet.	s
199	3	y'know, the charity was a big success and they raised a lot of money and awareness.	s
468	7	she's still mad.	s
689	10	i was just leaving.	s
851	1	boyfriend?	q
285	15	doesn't she  look scared?	q
51	5	you had no	oth
383	7	absolutely.	ans
1036	13	people will always wanna invest in movies!	s
1029	4	yeah, you're funny.	ans
663	8	hey guys!  what 'cha been doin'?	q
681	0	this is just bactine. it won't hurt.	o
554	4	uh, i'm just, i'm just looking out your window. at-at the view. what are you guys doing?	ans
499	18	wh… so… if neither of you are married by the time you're 40, you're gonna marry joey.	q
872	3	what's that supposed to mean?	q
588	0	i can't believe i did this! what an idiot!	s
923	2	i know! and i'm just getting out of a marriage, i mean talk about meant to be!	s
750	4	not smoking.	s
959	8	well, i'll be waiting for you, just come up when you're done.	ag
553	0	okay, here comes another camera.	s
245	3	all i could think of was y'know,  is he gonna kiss me? is he gonna kiss me?	s
154	5	ross!	oth
465	2	joey!! what the hell were you doing?!	q
32	16	feminist issue. that's where i went!	s
26	9	yeah because you all have such different looks, we're putting you with raymond and kyle with ben.	o
410	3	fine, just stop thinking about me.	ans
39	7	tasty! i'm really starting to feel like you guys have a history, it's-it's nice.	o
189	4	hey!	g
407	6	hey, no way, i'm in the shot man.	ans
49	9	joey that is so sweet.	ap
418	5	that was a test. good response. all right, full name.	q
443	6	okay, your highness.	a
89	12	they rushed into this thing so fast it's ridiculous!	o
975	6	can i ask you somethin'?	q
388	9	that's a little more than i wanted to see.	s
625	7	yeah well we should order some food then.	s
214	8	well… yeah. you look great too. did you get a haircut?	q
431	0	pheebs! hey pheebs!	g
996	16	there's no 'or' in mind. what is wrong with these pants?!!	ans
843	6	my god! what did you order?!	q
236	6	oh, i embarrass you?	q
205	4	see, there you go, the cleansing works!	s
365	8	alright. what's the message?	q
661	6	all right, how about the ladybugs?	q
703	3	how, how did that happen?	q
802	2	well…let's just say	s
910	8	yep, we sure showed those hassidic jewellers a thing or two about softball..	s
344	12	okay, i-i-i'll be right over.	s
633	3	i wanna wear this everyday.	s
551	2	oh that's all right. i'm still full from your homemade potato chips.	s
50	4	umm, all right wayne, level with me.	s
55	6	nice to meet you. i wish you'd told me we were having company, i'd fix myself up!	o
76	4	i mean if you hadn't initiated it i-i-i know i would've.	o
995	0	oh hey! there's some kids playing in the street, you wanna go down there and give them a project, ruin their day?	q
438	4	ah well, this is the living room.	s
82	3	i don't even know the man. okay? we're not that close. i haven't seen him in years.	s
151	10	it's	oth
877	0	hey!	g
819	2	hey sweetie.	g
939	10	i just talked him into it, don't tell me i have to do you too.  the puppet master gets tired people.	ans
900	3	umm, you make something up.	s
800	1	that's good, have a seat.	s
655	15	let's also get a hot plate!	c
740	4	oh my god, does she really thinks that?	q
1025	2	monica, leave him alone	c
980	10	what if mary-angela comes to the door and i ask for mary-angela?	q
796	17	oh what a great picture of your son,  strapping!	o
553	6	hey, what'd you guys do to get up on there?	q
388	15	eh! there you go.	s
384	4	well, maybe we will.  oh!	ans
869	10	and he's being mr. joe sensitive, and she starts thinking 'maybe this is the guy for me, because he understands me.'	s
655	1	it actually is in the handbook.	s
772	2	ramoray!	s
324	7	y'know what, hold on, let me go get chandler.	c
857	8	yeah, it's a very large plane.	s
503	7	okay!	ag
871	7	what do ya say? what do ya say?	q
983	2	joey! the wedding is in less than an hour!	s
295	18	yeah!	b
696	1	sure! why?	q
279	13	no!	ans
937	6	now as for the hydrosaurs	s
241	10	ok, that'll be great!	ag
874	9	honey wait, joey, i'm sorry i mean as terrific as i think you are with it	ap
195	9	why? 'cause otherwise you'd go for it?	q
996	12	the only thing i understand is postponing it is not an option. this is when we're getting married.	s
465	3	sorry. wrong boobies.	ap
29	11	she'll say  no , david's heart will be broken, it will be too hard for them to recover from and then phoebe will end up alone	o
478	11	eh	b
412	13	all right look, i'm changing it to 50 bucks, or your best offer.	s
1016	7	ross, thank god.	g
947	1	still?	q
183	15	ok.	b
660	9	i already feel like i know you a little better!	s
614	3	rachel didn't you just light that?	q
28	2	i-i hurt three huge men, i gave a guy a bloody nose—i mean i-i'm not proud of it but, i really am.	s
141	2	but we really do need to find someone up here.	o
184	7	oh, i'd love to, but i gotta get up so early the next day and    so, you know me, work comes first	s
58	5	there's gravy?	q
73	5	how's she doing?	q
475	3	you got it going on!	o
897	10	oh-no, he's right.	ans
178	1	in the category of favorite returning male character the nominees are: john wheeler from	s
473	0	try feeding her again.	c
159	7	oh, i know and he's soo sweet! listen, he said he was going to call, so put him straight through.	ans
751	0	we're really gonna do this, huh?	q
670	9	y'know, i'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!	s
858	5	well okay, so then you're fine.	s
996	6	i realize that people are going to be disappointed. but, i'm sure they'll come back when we can do it right.	s
283	3	i'm just saying that only a man completely secure with his masculinity could walk around in women's underwear!	s
442	5	he knew we were trying to get rid of him. he knew!  you think we could get a bathtub in our kitchen?	q
504	1	well joey, we're all…we're all very proud of you.	s
456	9	yeah but when he proposed to me with the ring i got goose bumps.	s
545	3	well, 'cause then they'd be like my mom used to make them, you know, before she died.	ans
787	8	clearly there's a vibe going on between us.	o
622	13	wow! this explains so much! last weekend, i went from store to store sitting on santa's lap.	s
488	4	that's all right.	o
643	6	hey look, phoebe. i, uh, i laid out the states geographically...	s
553	1	right. no biggie. stay loose.	oth
413	3	is he doing his shark attack bit yet?	q
172	10	david, i'm pretending to	oth
893	12	yeah and the most important thing is that it won't be some like, stranger up there who barely knows you.	s
150	1	aw forget it, it's from	s
699	1	i won! that was my quarter!	s
279	1	yes! and he said really mean things that were only partly true.	ans
605	6	you don't think they'll judge and ridicule me?	q
352	3	well, let me tell you something... you will care about it, because i care about it!	o
1003	3	i got it from her when she moved to florida, otherwise i could never afford a place like this.	s
576	1	uh, uh, we'll flip for it. ducks or clowns.	ans
33	2	yeah, yeah you have the ring?	q
206	17	yeah, listen...	c
6	9	you fell asleep!!	s
569	1	all right, i'm coming out. hey, can you turn the lights off.	c
236	0	hey!	g
728	4	because every time we're in the room together there's this weird like energy between us.	o
774	7	uh, no she doesn't but i can, i can get a message to her.	ans
317	7	oh! here's joseph francis!	s
190	2	yeah, we look great together.	ag
338	9	there you go.	s
352	6	whooooaaaa....	oth
614	20	okay then!	oth
771	7	no.	dag
300	3	oh, boy, do they suck.	q
195	6	isabella rosselini.	oth
597	2	there's no back to this couch!	s
34	13	hey lady! i don't care how much you want it! okay?! i am	s
501	2	oh yeah! we went to the knicks game.	ans
337	1	hey.  soaps? shampoos? are you really taking all this stuff?	q
300	6	oh yeah? and who do you like?	q
938	9	well ah, actually i kinda need to talk to you too.	s
536	9	and the fat girl inside of me really wants to go.	s
839	6	what?!	q
423	4	no no, you don't have to fly back, really.	dag
967	8	oh-oh!! one hand on the sheet joe!	s
568	5	okay, did you see that?! with the inappropriate and the pinching!!	q
139	0	i really thought you making a good point. i mean y'know, until you got cut off.	o
1038	14	i got it. uh, joey, women don't have adam's apples.	s
924	3	he's not really my type.	dag
726	3	oh.	b
978	0	i can't believe you came back.	a
172	8	well, you're welcome! glad i could help.	g
241	7	and you're gonna want him to eat his heart out so you're gonna have to look fabulous!	o
130	17	sure, no problem.  ooh—hey, donuts!	s
669	1	oh, not much. i-i got a job.	ans
603	10	come on, come on, we're-we're-we're lighting the candles!	c
651	1	he forgot to leave his grip size!	s
606	7	ross.	g
94	8	what if i, create a position for you?	q
477	7	no, i-i'm saying i liked her.	dag
151	1	yes, exactly!	ag
1030	4	just you keep it, listen did you, did you tell anyone about us?	q
449	12	ross, we…we have to be strong. okay, i-i'm gonna go.  can i? to remember you?	q
477	11	hey! which one's my turkey burger?	q
475	1	well, on the bright side, now you won't have to see all these paleontologists with their shirts off.	s
672	0	oh.  oh-oh.	b
941	3	ah actually, that is mine.	s
395	4	uh-huh!	b
1032	2	oh yeah, i still hang with simmons and zana, y'know.	ans
182	7	so what, so what you saw him with a girl?	q
755	2	hey now! that was an accident, okay.	o
601	0	there he is! there he is!	s
874	2	oh my god!	oth
415	2	but hey, i know we can decide.	s
550	0	hey! how's it goin'?	q
274	6	you're the worst best man ever!	o
0	6	i see.	ag
46	8	yeah baby!	b
666	5	i don't know, clean places?	ans
184	6	yeah, it's a real shame you can't make it to that one-woman    show tonight.	o
41	4	remember when you were a little kid, i used to take you to the navy yard and show you the big ships?	s
1038	10	i gotta side with chandler on this one.	ag
1002	1	i think it's the most beautiful table i've ever seen.	ans
332	0	i just didn't see the fast song coming.	s
204	10	i'm..	b
759	4	barley? what kind of party serves barley?	q
120	11	big fat goalie.	ans
571	1	can we please focus here, a naked man's life hangs in the balance!	s
670	6	nope. going to the	ans
446	4	yeah, or, or, or, mississ-pete.	ag
45	0	dude, i am sorry about what i said!	ap
564	6	okay, okay, okay should i be scared?	q
646	6	well umm, i was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.	s
903	1	well it's just while monica and i were dancing to them it was…the first time i knew that…you were the woman i wanted to dance all my dances with.	s
335	1	i must say it's nice to see you back on your feet.	o
665	10	sweety, now, she's a woman, not a gumball machine.	o
298	3	i don't know. i guess the other people just don't care enough.	ans
577	1	now, i've never been able to cry as an actor, so if i'm in a scene where i have to cry, i cut a hole in my pocket, take a pair of tweezers, and just start pulling.	s
249	4	i mean, thanksgiving with no turkey is like-like fourth of july with no apple pie!	o
675	1	great!	ag
736	0	emily!	oth
50	6	okay, they even have actors coming in to read for my part!	s
964	11	it's ugh!	oth
682	6	oh, i know. look at him.	c
34	10	no, i don't! ross, i think i'm just a more secure person than you are.	ans
337	13	yeah, then you did that.	s
326	6	yeah. i'm gonna have a baby. i'm gonna have a baby. i'm gonna have a baby!	ans
736	7	wait uh, listen.	c
6	4	the whole thing! can we go?	ans
480	3	oh hey, right back at ya.	o
681	5	yeah?	ans
561	18	yeah. i'm thinking, if we put our heads together, between the two of us, we can break them up.	ans
660	3	i wanted a big wheel.	s
310	0	oh, hey, mon, do you still have your like old blouses and dresses from high school?	q
177	9	it is the right time.	ag
9	1	oh, you know, the usual, teaching aerobics, partying way too much.	ans
25	9	go get 'em treeger.	c
585	3	you're, you're really, you're so good.	s
301	6	okay.	ag
758	3	he touched my fanny.	s
753	0	guess who's here. it's the toughest guy in toy land, ben.  'a real american hero. i'm	s
356	8	did you tell the doctor you did it jumping up and down on your bed?	q
884	4	that would be casey. we're going out tonight.	ans
245	6	okay-okay, i got it. i got it.	s
1025	6	no, i did, but tell me again, because it's so romantic.	ans
9	13	ok, pure evil , horny and alone . i've done this	s
115	0	uh, may i help you?	q
323	0	would you look at them. am i ever gonna find a boyfriend again? i gonna die an old maid.	s
592	4	all right, hold on!	ag
956	6	no, i have two sisters. but one of them has a very masculine energy.	ans
925	0	chandler.	g
678	12	hey, how do you guys get anything done?	q
967	6	mia hamm!	ag
698	4	what does this mean? what do you, i mean do you wanna, get back together?	q
817	10	she loves you!	o
823	7	you're taking the word of a guy who has night vision goggles?	s
637	8	well we'll see!	s
366	8	oh my god.  how many of those have you had?	q
555	1	elizabeth, thank god! i was just thinking about	a
548	2	open your drapes! open your drapes!	oth
503	12	here it is! here it is!	s
1035	1	i'm not even getting married! okay, this is a question for science fiction writers!	s
910	5	he was unbelievable.	a
633	2	oh my god monica!	oth
623	5	hey!	g
415	8	who would you rather sleep with monica or rachel?	q
395	1	i've had better.	dag
788	2	of the glare from the streetlight out of his apartment.	s
679	13	i can't even use chandler's computer except to find porn!	s
302	8	no, i can spot you from here.	ans
702	1	so i really never get to win anymore?	q
819	16	oh, nancy thompson from phoebe's old massage place is getting fired.	ans
501	0	good morning.	g
138	11	well, i wouldn't know because i got so freaked out that i hung up the phone.	s
603	7	hey!	g
761	9	there we go.you know what, if we were in prison, you guys would be, like, my bitches.	o
886	7	ooh, good, you're hear! okay.	s
900	13	well the moment's over.	s
590	10	okay, don't freak out. i'll go.	c
9	4	i know.	ag
457	3	dr. farber, bobby rush is here for his adjustment.	s
61	5	no. no, not at all, that's-that's ridiculous.	ans
435	7	thank you…we're so excited	s
782	9	so-so that's-that's what i'm doing, now.	s
171	2	ok.	b
493	7	oh that's right.	ag
519	1	do you know what just happened?	q
1007	7	that's not how that was supposed to come out.	dag
137	7	that is how god intended it.	o
459	2	i'm kidding! i'm kidding!	s
689	12	why? did you write it?	q
263	2	go for it.	c
130	4	yeah, i don't think so joe.	ans
179	18	oh well	b
459	6	uh-huh.	b
338	3	what?	q
408	2	i go see my doctor tomorrow, i'll ask her about this.	s
911	0	well i had a great time! learned how to bake, ate great food, that's the first a i've gotten since seventh grade	s
486	12	and it wouldn't matter.	s
351	8	oh but not that way. i mean…i mean i'm not in love with her. i love her like a, like a friend.	ans
733	4	oh yeah, why not?	ans
459	11	a small puff of air, now come on!	s
948	7	yeah!	ag
893	17	so i can do it?	q
948	8	it really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!	s
613	1	that's what you think.	oth
313	0	what are you doing?	q
796	2	it's a funny story, actually.	ans
870	7	hey guys, what are you doing?	q
130	9	huh, rach i got to say it's gonna take a lot of money for me to go out on a date with a dude.	ans
577	7	hey-hey.	g
40	0	i can't	dag
210	1	what picture?!	q
635	9	oh that's all right, i have it memorized. it's 1a.	ag
574	1	yeah, it's in there.	ans
577	2	or ah, or, let's say i wanna convey that i've just done something evil.	s
305	3	uh, y'know what, we're having second thoughts about our copying needs. and we'll need a little more time to think about it.	s
901	5	that's a good idea, 'dear janice have a hubba-bubba birthday'. i would like to get her something serious.	ag
163	3	yeah! richard!	b
843	3	and any extra cash my father has he saves for his yearly trips to	s
636	0	okay!	ag
664	5	y'know that whole swimming thing is a myth.	o
304	10	build the unit cinderelly, lay the tile cinderelly.	c
